post_title,post_category,capture,url,post_type,post_status
たくみ養心堂鍼灸整骨院,"shinkyu,seikotsu",http://clinic/wp-content/themes/sage-8.5/dist/images/takumi-youshindo.png,http://www.takumi-youshindo.com/,post,publish
